timestamp,idx,symbol,side,open,high,low,close,atr,atr_pct,rel_vol,imbalance,imbalance_z,shockflip_z,shock_intensity_z,range_atr,donchian_loc,price_flow_div,prior_flow_sign,div_score,trend_dir,trend_aligned,trend_slope,stall_flag,mfe6_atr,mfe10_atr,mfe20_atr,mfe30_atr,mfe60_atr,mfe120_atr,mfe240_atr,did_snap_H6_K0_5,did_snap_H6_K0_75,did_snap_H6_K1_0,did_snap_H10_K0_5,did_snap_H10_K0_75,did_snap_H10_K1_0,did_snap_H20_K0_5,did_snap_H20_K0_75,did_snap_H20_K1_0,did_snap_H30_K0_5,did_snap_H30_K0_75,did_snap_H30_K1_0,did_snap_H60_K0_5,did_snap_H60_K0_75,did_snap_H60_K1_0,did_snap_H120_K0_5,did_snap_H120_K0_75,did_snap_H120_K1_0,did_snap_H240_K0_5,did_snap_H240_K0_75,did_snap_H240_K1_0,barrier_y_H30_R4p0_sl2p5,did_snap,shock_intensity_z_decile,div_score_decile,rel_vol_decile,event_bar_time,event_bar_offset_min,event_id,risk_profile,y_win_R4_SL2p5,r_final,mfe_r,mae_r,exit_time,hit_be,hit_tp,hit_sl,p_hat,phase
2024-05-05 21:59:00+00:00,7079,BTCUSDT,-1,63758.5,63848.3,63758.4,63848.3,27.18666666666674,0.0169444250749599,3.829466593558573,0.8068648629470623,1.84132758835422,1.84132758835422,3.306768023419364,3.306768023419364,0.9948437973885594,-0.2507937137111475,1,0.0,-1,1,-2.2239492090421937e-05,1,4.498528690534671,4.498528690534671,5.48430603236874,5.48430603236874,6.558361942128584,6.558361942128584,6.558361942128584,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,7,0,5,2024-05-05 21:59:00+00:00,0,BTCUSDT-2024-05-05T21:59:00+00:00-10,strategy,1,4.000000000000232,6.613536047081992,0.0,2024-05-05 21:59:00+00:00,False,True,False,0.999964664856709,train
2024-05-06 05:17:00+00:00,7517,BTCUSDT,-1,64047.8,64158.4,64043.0,64158.3,39.410000000000096,0.24077818841085,4.654987562148603,0.7430313272261071,2.028583835786661,2.028583835786661,2.928190814439812,2.928190814439812,0.9966730037999094,0.1219768377489609,1,0.0,1,0,-1.3991297315711176e-05,0,0.4643491499620113,0.4643491499620113,0.4643491499620113,1.6442527277341474,1.6442527277341474,1.6442527277341474,1.6442527277341474,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,5,0,6,2024-05-06 05:17:00+00:00,0,BTCUSDT-2024-05-06T05:17:00+00:00-11,strategy,1,3.999999999999976,5.851306774930354,-0.0050748540978708,2024-05-06 05:17:00+00:00,False,True,False,0.9999963140902799,train
2024-05-06 05:20:00+00:00,7520,BTCUSDT,-1,64185.3,64259.100000000006,64167.4,64242.4,39.90166666666688,0.2515166306394254,7.27547254494977,0.7685386616784866,2.0737343413351224,2.0737343413351224,2.2981496177529523,2.2981496177529523,0.9678969627047824,-0.4287865836899469,1,0.0,1,0,-1.0597365130478782e-05,0,1.9096946660539664,1.9096946660539664,3.691575122175218,3.7316736978405407,3.7316736978405407,3.7316736978405407,3.7316736978405407,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,8,2024-05-06 05:20:00+00:00,0,BTCUSDT-2024-05-06T05:20:00+00:00-12,strategy,0,0.0,3.759241468610314,-0.8370577670104173,2024-05-06 05:21:00+00:00,True,False,True,0.016381798962013014,train
2024-05-07 05:42:00+00:00,8982,BTCUSDT,-1,63399.2,63640.3,63385.0,63612.0,40.29500000000056,0.2607907398368315,12.587117992978587,0.5214693319331004,1.9219717846588027,1.9219717846588027,6.335773669032476,6.335773669032476,0.9554821456646868,0.2863872652729914,1,0.0,-1,1,-1.5560211186997167e-05,0,2.42710013649322,3.670430574512772,3.868966372998933,6.196798610249253,6.196798610249253,6.196798610249253,6.196798610249253,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,9,0,9,2024-05-07 05:42:00+00:00,0,BTCUSDT-2024-05-07T05:42:00+00:00-13,strategy,1,4.000000000000132,11.26690656408968,-1.4046407742897389,2024-05-07 05:42:00+00:00,False,True,False,0.9999977173592249,train
2024-05-07 07:12:00+00:00,9072,BTCUSDT,-1,63529.8,63648.7,63529.8,63641.5,41.70999999999949,0.2859633219440764,2.580793078721805,0.6566517829217156,2.282889994130388,2.282889994130388,2.850635339178909,2.850635339178909,0.8803680981577089,0.4066467274717567,1,0.0,1,0,9.49436300860344e-07,0,1.19875329657158,1.19875329657158,1.19875329657158,1.19875329657158,2.071445696475551,2.071445696475551,2.071445696475551,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,5,0,3,2024-05-07 07:12:00+00:00,0,BTCUSDT-2024-05-07T07:12:00+00:00-14,strategy,1,3.999999999999965,5.356029729081681,-0.3452409494124756,2024-05-07 07:12:00+00:00,False,True,False,0.999166278775405,train
2024-05-07 14:54:00+00:00,9534,BTCUSDT,-1,63496.5,63654.8,63492.0,63634.3,73.70000000000049,0.7993863747297957,2.5491378233058706,0.6101869656316821,2.0341067613400705,2.0341067613400705,2.2089552238506496,2.2089552238506496,0.9095217578616842,0.0237323909861657,1,0.0,-1,1,-3.025870480783214e-05,0,0.465400271370457,0.465400271370457,0.465400271370457,0.465400271370457,0.9592944369063314,2.842605156037973,11.88873812754398,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,2,2024-05-07 14:54:00+00:00,0,BTCUSDT-2024-05-07T14:54:00+00:00-15,strategy,0,0.0,3.861601085481736,-5.356852103120566,2024-05-07 14:55:00+00:00,True,False,True,0.015853086886810985,train
2024-05-07 18:03:00+00:00,9723,BTCUSDT,1,63320.4,63329.2,63208.5,63233.9,47.831666666667175,0.4294679589986751,6.5907726711566434,-0.6983138178533089,-2.121056353565796,-2.121056353565796,2.523432872172821,2.523432872172821,0.0381095273817904,-0.1706732257872875,-1,0.0,-1,0,-1.0641286054332196e-05,0,1.996585246872692,1.996585246872692,1.996585246872692,1.996585246872692,1.996585246872692,1.996585246872692,1.996585246872692,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,3,0,8,2024-05-07 18:03:00+00:00,0,BTCUSDT-2024-05-07T18:03:00+00:00-16,strategy,0,0.0,3.984807833025316,-1.0620579114255349,2024-05-07 18:04:00+00:00,True,False,True,0.022056711771958254,train
2024-05-10 20:02:00+00:00,14162,BTCUSDT,-1,60657.9,60847.9,60614.3,60806.9,60.78499999999973,0.6474443902098878,3.332019720085219,0.6575812258916728,2.1624282086143745,2.1624282086143745,3.843053384817908,3.843053384817908,0.9125463994047304,0.2754043060425631,-1,0.0,-1,1,2.584115436639796e-06,0,0.5988319486715739,0.5988319486715739,3.005675742370616,4.440240190836598,6.420992021057783,6.420992021057783,6.420992021057783,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,8,0,4,2024-05-10 20:02:00+00:00,0,BTCUSDT-2024-05-10T20:02:00+00:00-17,strategy,1,4.000000000000008,6.337089742535145,-1.349017027227118,2024-05-10 20:02:00+00:00,False,True,False,0.9996457270046402,train
2024-05-11 08:25:00+00:00,505,BTCUSDT,1,60878.0,60878.100000000006,60823.5,60828.5,24.75500000000005,0.2398716965344118,1.7248887240373911,-0.653976095612319,-2.142290629491521,-2.142290629491521,2.205615027178352,2.205615027178352,0.0215517241378381,-0.4275023038706486,1,0.0,1,1,7.006443738521995e-06,1,0.6140173702284119,0.9210260553424708,0.9210260553424708,0.9210260553424708,0.9210260553424708,2.3550797818623628,2.3550797818623628,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,2024-05-11 08:25:00+00:00,0,BTCUSDT-2024-05-11T08:25:00+00:00-18,strategy,1,4.000000000000156,4.007271258331524,-0.4039587962027865,2024-05-11 08:25:00+00:00,False,True,False,0.9817378311773205,train
2024-05-11 18:48:00+00:00,1128,BTCUSDT,-1,61181.9,61245.5,61181.9,61245.100000000006,26.819999999999467,0.3020709852869395,2.8937294946481216,0.7303217543828093,1.817633145661785,1.817633145661785,2.371364653155423,2.371364653155423,0.9985113509453194,0.156637242290393,1,0.0,1,0,3.0350787000769467e-05,1,1.5809097688293177,2.278150633855594,4.466815809097885,7.274422073080153,8.296047725578092,19.567486950037782,19.567486950037782,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,3,2024-05-11 18:48:00+00:00,0,BTCUSDT-2024-05-11T18:48:00+00:00-19,strategy,1,4.000000000000036,4.71290082028379,-0.0298284862038916,2024-05-11 18:48:00+00:00,False,True,False,0.999861546425076,train
2024-05-12 23:29:00+00:00,2849,BTCUSDT,-1,61351.0,61418.9,61348.2,61418.8,22.931666666667056,0.1799037724008088,1.911037743951426,0.8395388252475948,1.8839217734296183,1.8839217734296183,3.083072897605036,3.083072897605036,0.9390134529126992,0.6164412915037311,-1,0.0,1,0,6.728398284061577e-06,1,2.4376771567701363,2.4376771567701363,2.4376771567701363,2.4376771567701363,2.4376771567701363,6.619667126971452,29.16491024056944,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,6,0,1,2024-05-12 23:29:00+00:00,0,BTCUSDT-2024-05-12T23:29:00+00:00-20,strategy,1,4.000000000000042,6.15742423141257,-0.0087215640670289,2024-05-12 23:29:00+00:00,False,True,False,0.9999944247895807,train
2024-05-13 00:27:00+00:00,2907,BTCUSDT,-1,61525.0,61631.9,61525.0,61625.7,31.334999999999976,0.4153127396973711,3.412039773060184,0.811418118491491,1.978067394072576,1.978067394072576,3.411520663685656,3.411520663685656,0.9677005895899352,0.5741054161443889,1,0.0,1,0,1.7419531804134062e-05,0,0.3478538375618785,1.0754747087922256,4.011488750598515,5.288016594862119,11.447263443434007,16.90761129727153,27.94638583054109,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,4,2024-05-13 00:27:00+00:00,0,BTCUSDT-2024-05-13T00:27:00+00:00-21,strategy,1,3.999999999999892,6.42731769586706,-0.3957236317219958,2024-05-13 00:27:00+00:00,False,True,False,0.9999994993948681,train
2024-05-13 09:26:00+00:00,3446,BTCUSDT,-1,62995.5,63226.4,62985.4,63178.4,71.69999999999891,0.8951955930548776,3.9061777024568647,0.7301781167072803,2.128967801855872,2.128967801855872,3.3612273360759057,3.3612273360759057,0.9718375968076908,-0.6902711867565898,1,0.0,1,0,0.0001533808376851,0,2.3152022315202583,2.3152022315202583,3.324965132496584,3.324965132496584,8.050209205021002,11.553695955369792,11.553695955369792,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,5,2024-05-13 09:26:00+00:00,0,BTCUSDT-2024-05-13T09:26:00+00:00-22,strategy,1,4.000000000000101,5.383542538354336,-1.3389121338912338,2024-05-13 09:26:00+00:00,False,True,False,0.9995123228542935,train
2024-05-13 16:20:00+00:00,3860,BTCUSDT,-1,62979.0,63171.2,62979.0,63161.9,53.26000000000058,0.7581061292796876,2.7249001802180035,0.5951074492468358,1.930867865330259,1.930867865330259,3.608711978903372,3.608711978903372,0.9576899939824416,0.7591427895570153,1,0.0,1,0,4.48747591127896e-05,0,1.1246714232069246,1.1246714232069246,1.1246714232069246,2.7788208787081934,10.099511828764468,10.850544498685602,11.67292527224916,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,8,0,3,2024-05-13 16:20:00+00:00,0,BTCUSDT-2024-05-13T16:20:00+00:00-23,strategy,1,4.000000000000109,6.86819376642882,-0.3492301915131631,2024-05-13 16:20:00+00:00,False,True,False,0.9999843711234632,train
2024-05-15 06:33:00+00:00,6153,BTCUSDT,1,61853.4,61853.5,61800.0,61804.0,22.83999999999953,0.1769751063384701,5.986827760614228,-0.7386310555962061,-1.8551211931676284,-1.8551211931676284,2.342381786237246,2.342381786237246,0.0173611111110356,-0.0436379417119842,-1,0.0,1,1,5.612908810063525e-06,1,1.5455341506131184,1.8301225919441224,4.00612959719798,8.485113835376831,9.325744308231362,19.312609457093465,51.16900175131471,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,7,2024-05-15 06:33:00+00:00,0,BTCUSDT-2024-05-15T06:33:00+00:00-24,strategy,1,4.000000000000107,4.334500875656831,-0.3502626970227742,2024-05-15 06:33:00+00:00,False,True,False,0.9759116781912601,train
2024-05-16 05:40:00+00:00,7540,BTCUSDT,1,65825.0,65838.3,65779.8,65779.90000000001,24.3883333333346,0.229760825604909,2.3319858324912963,-0.8210442297590563,-1.950108637482609,-1.950108637482609,2.398687897120137,2.398687897120137,0.1881275841695877,-0.1958258574875183,-1,0.0,-1,0,-7.973527293210954e-06,1,0.2460192715095888,2.410988860793493,2.6570081323030825,2.6570081323030825,7.831613476388579,17.22544932686269,26.541379074692337,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,2,2024-05-16 05:40:00+00:00,0,BTCUSDT-2024-05-16T05:40:00+00:00-25,strategy,1,4.000000000000238,4.789175152052852,-0.0082006423841303,2024-05-16 05:40:00+00:00,False,True,False,0.9621234761787082,train
2024-05-16 21:51:00+00:00,8511,BTCUSDT,-1,65359.7,65445.5,65359.600000000006,65425.3,29.333333333333577,0.3715222090509727,1.3172383357988064,0.7890273910792501,1.9344164396953107,1.9344164396953107,2.928409090809036,2.928409090809036,0.8814220680665965,0.6223547997729394,1,1.2033286375848174e-05,1,0,3.707680044485369e-05,1,1.08068181818171,1.08068181818171,10.06704545454547,11.089772727272734,11.089772727272734,11.089772727272734,12.412499999999849,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5,9,0,2024-05-16 21:51:00+00:00,0,BTCUSDT-2024-05-16T21:51:00+00:00-26,strategy,1,3.9999999999998015,4.479545454545715,-1.3772727272725174,2024-05-16 21:51:00+00:00,False,True,False,0.9998844323295571,train
2024-05-17 03:28:00+00:00,8848,BTCUSDT,-1,65508.2,65586.7,65508.2,65586.7,28.794999999999344,0.3580642911930827,4.951756352111423,0.6956872457608912,2.1422739326709874,2.1422739326709874,2.7261677373595536,2.7261677373595536,0.9999999999977284,0.8886209147562157,1,0.0,1,0,2.21286808781862e-05,0,4.622330265670925,4.622330265670925,4.622330265670925,4.622330265670925,4.622330265670925,8.994617121027908,8.994617121027908,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,4,0,6,2024-05-17 03:28:00+00:00,0,BTCUSDT-2024-05-17T03:28:00+00:00-27,strategy,1,3.999999999999849,5.4523354749089625,0.0,2024-05-17 03:28:00+00:00,False,True,False,0.9999890882214416,train
2024-05-17 05:56:00+00:00,8996,BTCUSDT,-1,65552.5,65608.8,65552.5,65600.5,24.525000000000727,0.2334565232550031,2.240562930691562,0.7273031709697262,2.1545222347383617,2.1545222347383617,2.2956167175415136,2.2956167175415136,0.9495301078978428,0.1550263397175238,1,0.0,1,0,1.9117578364102884e-05,1,0.0203873598369005,0.2772680937819657,2.544342507644948,2.544342507644948,2.544342507644948,2.544342507644948,2.544342507644948,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,2,2024-05-17 05:56:00+00:00,0,BTCUSDT-2024-05-17T05:56:00+00:00-28,strategy,0,0.0,3.9143730886848993,-3.628950050968292,2024-05-17 05:57:00+00:00,True,False,True,0.020405221755549895,train
2024-05-17 12:16:00+00:00,9376,BTCUSDT,1,66149.90000000001,66149.90000000001,66071.2,66081.5,30.00833333333309,0.38783906282686,5.249106191936611,-0.7348668219930281,-1.827108492211793,-1.827108492211793,2.622604831904127,2.622604831904127,0.0215121136173377,-0.0060834330955372,-1,0.0,1,1,-1.0648719650574455e-05,0,6.3715634545959,7.26798111635682,9.640655373507531,9.640655373507531,14.902527075812298,14.902527075812298,43.957789502916405,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,0,7,2024-05-17 12:16:00+00:00,0,BTCUSDT-2024-05-17T12:16:00+00:00-29,strategy,1,3.9999999999997735,4.558733685087125,-0.6864759788949509,2024-05-17 12:16:00+00:00,False,True,False,0.9993487689327606,train
2024-05-19 13:32:00+00:00,12332,BTCUSDT,1,66771.40000000001,66771.40000000001,66669.0,66679.1,43.27666666666604,0.6477233107872533,3.5298791718669587,-0.7303732179199419,-1.9196664797586376,-1.9196664797586376,2.366171146829948,2.366171146829948,0.0144492131616471,-0.1752258596152296,-1,0.0,-1,0,-1.9320276319412245e-05,1,3.477624585997124,4.272510205653474,9.725795270738663,10.878841562042895,10.878841562042895,10.878841562042895,10.878841562042895,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,4,2024-05-19 13:32:00+00:00,0,BTCUSDT-2024-05-19T13:32:00+00:00-30,strategy,1,3.999999999999888,4.265578063621183,-0.4667642301473912,2024-05-19 13:32:00+00:00,False,True,False,0.999389773249581,train
2024-05-20 02:06:00+00:00,13086,BTCUSDT,-1,66479.6,66644.2,66479.40000000001,66636.7,51.17499999999903,0.7392092601631686,4.171782534983599,0.8333251308282206,1.917745603548336,1.917745603548336,3.22032242299504,3.22032242299504,0.9881740775764928,0.4598877816372465,1,0.0,1,0,2.335706376250061e-05,0,1.342452369320926,2.071323888617528,2.071323888617528,2.071323888617528,2.071323888617528,2.071323888617528,2.071323888617528,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,6,2024-05-20 02:06:00+00:00,0,BTCUSDT-2024-05-20T02:06:00+00:00-31,strategy,1,3.9999999999997344,6.1475329750857215,-0.2931118710307823,2024-05-20 02:06:00+00:00,False,True,False,0.9999833063057243,train
2024-05-20 09:18:00+00:00,13518,BTCUSDT,-1,66915.1,66988.90000000001,66915.1,66972.6,28.601666666667008,0.3526950700787951,2.9498143261651504,0.6488662927611222,1.8314494148036096,1.8314494148036096,2.5802692149905635,2.5802692149905635,0.8552026286947504,0.4061453281074414,-1,0.0,1,0,-6.552253509754339e-06,1,4.286463492803602,4.286463492803602,4.286463492803602,4.286463492803602,4.810908455218374,4.810908455218374,7.433133267292231,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,0,3,2024-05-20 09:18:00+00:00,0,BTCUSDT-2024-05-20T09:18:00+00:00-32,strategy,1,4.000000000000305,4.020744711846581,-1.139793718313956,2024-05-20 09:18:00+00:00,False,True,False,0.9966811006847522,train
