timestamp,idx,symbol,side,open,high,low,close,atr,atr_pct,rel_vol,imbalance,imbalance_z,shockflip_z,shock_intensity_z,range_atr,donchian_loc,price_flow_div,prior_flow_sign,div_score,trend_dir,trend_aligned,trend_slope,stall_flag,mfe6_atr,mfe10_atr,mfe20_atr,mfe30_atr,mfe60_atr,mfe120_atr,mfe240_atr,did_snap_H6_K0_5,did_snap_H6_K0_75,did_snap_H6_K1_0,did_snap_H10_K0_5,did_snap_H10_K0_75,did_snap_H10_K1_0,did_snap_H20_K0_5,did_snap_H20_K0_75,did_snap_H20_K1_0,did_snap_H30_K0_5,did_snap_H30_K0_75,did_snap_H30_K1_0,did_snap_H60_K0_5,did_snap_H60_K0_75,did_snap_H60_K1_0,did_snap_H120_K0_5,did_snap_H120_K0_75,did_snap_H120_K1_0,did_snap_H240_K0_5,did_snap_H240_K0_75,did_snap_H240_K1_0,barrier_y_H30_R4p0_sl2p5,did_snap,shock_intensity_z_decile,div_score_decile,rel_vol_decile
2024-05-05 21:59:00+00:00,7079,BTCUSDT,-1,63758.5,63848.3,63758.4,63848.3,27.18666666666674,0.016944425074959905,3.8294665935585726,0.8068648629470623,1.84132758835422,1.84132758835422,3.306768023419364,3.306768023419364,0.9948437973885594,-0.2507937137111475,1,0.0,-1,1,-2.2239492090421937e-05,1,4.498528690534671,4.498528690534671,5.48430603236874,5.48430603236874,6.558361942128584,6.558361942128584,6.558361942128584,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,7,0,5
2024-05-06 05:17:00+00:00,7517,BTCUSDT,-1,64047.8,64158.4,64043.0,64158.3,39.410000000000096,0.24077818841085,4.654987562148603,0.7430313272261071,2.028583835786661,2.028583835786661,2.928190814439812,2.928190814439812,0.9966730037999094,0.12197683774896095,1,0.0,1,0,-1.3991297315711175e-05,0,0.4643491499620113,0.4643491499620113,0.4643491499620113,1.6442527277341474,1.6442527277341474,1.6442527277341474,1.6442527277341474,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,5,0,6
2024-05-06 05:20:00+00:00,7520,BTCUSDT,-1,64185.3,64259.100000000006,64167.4,64242.4,39.901666666666884,0.2515166306394254,7.27547254494977,0.7685386616784866,2.0737343413351224,2.0737343413351224,2.2981496177529523,2.2981496177529523,0.9678969627047825,-0.42878658368994693,1,0.0,1,0,-1.0597365130478782e-05,0,1.9096946660539662,1.9096946660539662,3.691575122175218,3.7316736978405407,3.7316736978405407,3.7316736978405407,3.7316736978405407,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,8
2024-05-07 05:42:00+00:00,8982,BTCUSDT,-1,63399.200000000004,63640.3,63385.0,63612.0,40.295000000000556,0.2607907398368315,12.587117992978587,0.5214693319331004,1.9219717846588027,1.9219717846588027,6.335773669032476,6.335773669032476,0.9554821456646869,0.28638726527299146,1,0.0,-1,1,-1.5560211186997167e-05,0,2.4271001364932197,3.6704305745127717,3.8689663729989334,6.196798610249253,6.196798610249253,6.196798610249253,6.196798610249253,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,9,0,9
2024-05-07 07:12:00+00:00,9072,BTCUSDT,-1,63529.8,63648.700000000004,63529.8,63641.5,41.70999999999949,0.2859633219440764,2.580793078721805,0.6566517829217156,2.282889994130388,2.282889994130388,2.850635339178909,2.850635339178909,0.8803680981577089,0.40664672747175673,1,0.0,1,0,9.494363008603439e-07,0,1.1987532965715801,1.1987532965715801,1.1987532965715801,1.1987532965715801,2.071445696475551,2.071445696475551,2.071445696475551,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,5,0,3
2024-05-07 14:54:00+00:00,9534,BTCUSDT,-1,63496.5,63654.8,63492.0,63634.3,73.70000000000049,0.7993863747297957,2.5491378233058706,0.6101869656316821,2.0341067613400705,2.0341067613400705,2.2089552238506496,2.2089552238506496,0.9095217578616842,0.023732390986165752,1,0.0,-1,1,-3.025870480783214e-05,0,0.46540027137045703,0.46540027137045703,0.46540027137045703,0.46540027137045703,0.9592944369063314,2.842605156037973,11.888738127543979,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,2
2024-05-07 18:03:00+00:00,9723,BTCUSDT,1,63320.4,63329.200000000004,63208.5,63233.9,47.831666666667175,0.4294679589986751,6.5907726711566434,-0.6983138178533089,-2.121056353565796,-2.121056353565796,2.523432872172821,2.523432872172821,0.038109527381790465,-0.1706732257872875,-1,0.0,-1,0,-1.0641286054332196e-05,0,1.9965852468726921,1.9965852468726921,1.9965852468726921,1.9965852468726921,1.9965852468726921,1.9965852468726921,1.9965852468726921,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,3,0,8
2024-05-10 20:02:00+00:00,14162,BTCUSDT,-1,60657.9,60847.9,60614.3,60806.9,60.784999999999734,0.6474443902098878,3.332019720085219,0.6575812258916728,2.1624282086143745,2.1624282086143745,3.843053384817908,3.843053384817908,0.9125463994047305,0.27540430604256316,-1,0.0,-1,1,2.5841154366397962e-06,0,0.5988319486715739,0.5988319486715739,3.0056757423706157,4.440240190836598,6.420992021057783,6.420992021057783,6.420992021057783,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,8,0,4
2024-05-11 08:25:00+00:00,505,BTCUSDT,1,60878.0,60878.100000000006,60823.5,60828.5,24.75500000000005,0.23987169653441182,1.7248887240373911,-0.653976095612319,-2.142290629491521,-2.142290629491521,2.205615027178352,2.205615027178352,0.02155172413783814,-0.4275023038706486,1,0.0,1,1,7.006443738521995e-06,1,0.6140173702284119,0.9210260553424708,0.9210260553424708,0.9210260553424708,0.9210260553424708,2.3550797818623628,2.3550797818623628,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1
2024-05-11 18:48:00+00:00,1128,BTCUSDT,-1,61181.9,61245.5,61181.9,61245.100000000006,26.819999999999467,0.30207098528693954,2.8937294946481216,0.7303217543828093,1.8176331456617851,1.8176331456617851,2.371364653155423,2.371364653155423,0.9985113509453194,0.15663724229039305,1,0.0,1,0,3.0350787000769467e-05,1,1.5809097688293177,2.278150633855594,4.466815809097885,7.274422073080153,8.296047725578092,19.567486950037782,19.567486950037782,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,3
2024-05-12 23:29:00+00:00,2849,BTCUSDT,-1,61351.0,61418.9,61348.200000000004,61418.8,22.931666666667056,0.17990377240080888,1.9110377439514261,0.8395388252475948,1.8839217734296183,1.8839217734296183,3.083072897605036,3.083072897605036,0.9390134529126993,0.6164412915037311,-1,0.0,1,0,6.728398284061577e-06,1,2.4376771567701363,2.4376771567701363,2.4376771567701363,2.4376771567701363,2.4376771567701363,6.619667126971452,29.16491024056944,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,6,0,1
2024-05-13 00:27:00+00:00,2907,BTCUSDT,-1,61525.0,61631.9,61525.0,61625.700000000004,31.334999999999976,0.41531273969737115,3.412039773060184,0.811418118491491,1.9780673940725761,1.9780673940725761,3.4115206636856557,3.4115206636856557,0.9677005895899352,0.5741054161443889,1,0.0,1,0,1.7419531804134062e-05,0,0.34785383756187854,1.0754747087922256,4.011488750598515,5.2880165948621185,11.447263443434007,16.90761129727153,27.94638583054109,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,4
